2025-02-27 08:51:22,788 p=2641381 u=alex n=ansible |  [ERROR]: User interrupted execution
2025-02-27 08:56:51,736 p=2937610 u=alex n=ansible | TASK [include_role : kvm_host] **********************************************************************************************************************************************
2025-02-27 08:56:51,783 p=2937610 u=alex n=ansible | TASK [kvm_host : Install KVM apt packages] **********************************************************************************************************************************
2025-02-27 08:56:52,573 p=2937610 u=alex n=ansible | ok: [10.0.0.241] => (item=qemu-kvm)
2025-02-27 08:56:53,250 p=2937610 u=alex n=ansible | ok: [10.0.0.241] => (item=libvirt-clients)
2025-02-27 08:56:53,956 p=2937610 u=alex n=ansible | ok: [10.0.0.241] => (item=libvirt-daemon-system)
2025-02-27 08:56:54,657 p=2937610 u=alex n=ansible | ok: [10.0.0.241] => (item=bridge-utils)
2025-02-27 08:56:55,333 p=2937610 u=alex n=ansible | ok: [10.0.0.241] => (item=libguestfs-tools)
2025-02-27 08:56:56,019 p=2937610 u=alex n=ansible | ok: [10.0.0.241] => (item=genisoimage)
2025-02-27 08:56:56,724 p=2937610 u=alex n=ansible | ok: [10.0.0.241] => (item=virtinst)
2025-02-27 08:56:57,412 p=2937610 u=alex n=ansible | ok: [10.0.0.241] => (item=libosinfo-bin)
2025-02-27 08:56:57,430 p=2937610 u=alex n=ansible | TASK [kvm_host : add alex to libvert and kvm groups] ************************************************************************************************************************
2025-02-27 08:56:57,908 p=2937610 u=alex n=ansible | changed: [10.0.0.241]
2025-02-27 08:56:57,963 p=2937610 u=alex n=ansible | PLAY RECAP ******************************************************************************************************************************************************************
2025-02-27 08:56:57,964 p=2937610 u=alex n=ansible | 10.0.0.241                 : ok=6    changed=1    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
2025-02-27 09:16:12,132 p=3729777 u=alex n=ansible | PLAY [all] *******************************************************************************************************************************************************************
2025-02-27 09:16:12,165 p=3729777 u=alex n=ansible | TASK [Gathering Facts] *******************************************************************************************************************************************************
2025-02-27 09:16:13,908 p=3729777 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:16:13,928 p=3729777 u=alex n=ansible | TASK [include_role : patch] **************************************************************************************************************************************************
2025-02-27 09:16:13,959 p=3729777 u=alex n=ansible | TASK [patch : Upgrade software] **********************************************************************************************************************************************
2025-02-27 09:16:15,798 p=3729777 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:16:15,811 p=3729777 u=alex n=ansible | TASK [patch : Check if a reboot is required] *********************************************************************************************************************************
2025-02-27 09:16:16,161 p=3729777 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:16:16,168 p=3729777 u=alex n=ansible | TASK [patch : Reboot server if required] *************************************************************************************************************************************
2025-02-27 09:16:16,181 p=3729777 u=alex n=ansible | skipping: [10.0.0.241]
2025-02-27 09:16:16,187 p=3729777 u=alex n=ansible | TASK [patch : Apt autoremove] ************************************************************************************************************************************************
2025-02-27 09:16:17,026 p=3729777 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:16:17,039 p=3729777 u=alex n=ansible | TASK [include_role : kvm_host] ***********************************************************************************************************************************************
2025-02-27 09:16:17,076 p=3729777 u=alex n=ansible | TASK [kvm_host : Install KVM apt packages] ***********************************************************************************************************************************
2025-02-27 09:16:17,782 p=3729777 u=alex n=ansible | ok: [10.0.0.241] => (item=qemu-kvm)
2025-02-27 09:16:18,484 p=3729777 u=alex n=ansible | ok: [10.0.0.241] => (item=libvirt-clients)
2025-02-27 09:16:19,158 p=3729777 u=alex n=ansible | ok: [10.0.0.241] => (item=libvirt-daemon-system)
2025-02-27 09:16:19,848 p=3729777 u=alex n=ansible | ok: [10.0.0.241] => (item=bridge-utils)
2025-02-27 09:16:20,536 p=3729777 u=alex n=ansible | ok: [10.0.0.241] => (item=libguestfs-tools)
2025-02-27 09:16:21,216 p=3729777 u=alex n=ansible | ok: [10.0.0.241] => (item=genisoimage)
2025-02-27 09:16:21,900 p=3729777 u=alex n=ansible | ok: [10.0.0.241] => (item=virtinst)
2025-02-27 09:16:22,581 p=3729777 u=alex n=ansible | ok: [10.0.0.241] => (item=libosinfo-bin)
2025-02-27 09:16:22,593 p=3729777 u=alex n=ansible | TASK [kvm_host : add alex to libvert and kvm groups] *************************************************************************************************************************
2025-02-27 09:16:23,065 p=3729777 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:16:23,079 p=3729777 u=alex n=ansible | TASK [kvm_host : Create storage pool directories] ****************************************************************************************************************************
2025-02-27 09:16:23,481 p=3729777 u=alex n=ansible | changed: [10.0.0.241] => (item={'pool_name': 'isos', 'pool_path': '/isos'})
2025-02-27 09:16:23,745 p=3729777 u=alex n=ansible | changed: [10.0.0.241] => (item={'pool_name': 'vms', 'pool_path': '/vms'})
2025-02-27 09:16:23,754 p=3729777 u=alex n=ansible | TASK [kvm_host : Create storage pool xml] ************************************************************************************************************************************
2025-02-27 09:16:24,431 p=3729777 u=alex n=ansible | changed: [10.0.0.241] => (item={'pool_name': 'isos', 'pool_path': '/isos'})
2025-02-27 09:16:24,930 p=3729777 u=alex n=ansible | changed: [10.0.0.241] => (item={'pool_name': 'vms', 'pool_path': '/vms'})
2025-02-27 09:16:24,941 p=3729777 u=alex n=ansible | TASK [kvm_host : Define storage pool] ****************************************************************************************************************************************
2025-02-27 09:16:25,383 p=3729777 u=alex n=ansible | changed: [10.0.0.241] => (item={'pool_name': 'isos', 'pool_path': '/isos'})
2025-02-27 09:16:25,687 p=3729777 u=alex n=ansible | changed: [10.0.0.241] => (item={'pool_name': 'vms', 'pool_path': '/vms'})
2025-02-27 09:16:25,694 p=3729777 u=alex n=ansible | TASK [kvm_host : Start storage pool] *****************************************************************************************************************************************
2025-02-27 09:16:26,017 p=3729777 u=alex n=ansible | changed: [10.0.0.241] => (item={'pool_name': 'isos', 'pool_path': '/isos'})
2025-02-27 09:16:26,310 p=3729777 u=alex n=ansible | changed: [10.0.0.241] => (item={'pool_name': 'vms', 'pool_path': '/vms'})
2025-02-27 09:16:26,316 p=3729777 u=alex n=ansible | TASK [kvm_host : Autostart storage pool] *************************************************************************************************************************************
2025-02-27 09:16:26,628 p=3729777 u=alex n=ansible | changed: [10.0.0.241] => (item={'pool_name': 'isos', 'pool_path': '/isos'})
2025-02-27 09:16:26,921 p=3729777 u=alex n=ansible | changed: [10.0.0.241] => (item={'pool_name': 'vms', 'pool_path': '/vms'})
2025-02-27 09:16:26,929 p=3729777 u=alex n=ansible | TASK [kvm_host : Clean up temporary XML files] *******************************************************************************************************************************
2025-02-27 09:16:27,246 p=3729777 u=alex n=ansible | changed: [10.0.0.241] => (item={'pool_name': 'isos', 'pool_path': '/isos'})
2025-02-27 09:16:27,511 p=3729777 u=alex n=ansible | changed: [10.0.0.241] => (item={'pool_name': 'vms', 'pool_path': '/vms'})
2025-02-27 09:16:27,541 p=3729777 u=alex n=ansible | PLAY RECAP *******************************************************************************************************************************************************************
2025-02-27 09:16:27,541 p=3729777 u=alex n=ansible | 10.0.0.241                 : ok=12   changed=6    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
2025-02-27 09:16:44,006 p=3752502 u=alex n=ansible | PLAY [all] *******************************************************************************************************************************************************************
2025-02-27 09:16:44,038 p=3752502 u=alex n=ansible | TASK [Gathering Facts] *******************************************************************************************************************************************************
2025-02-27 09:16:45,373 p=3752502 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:16:45,389 p=3752502 u=alex n=ansible | TASK [include_role : patch] **************************************************************************************************************************************************
2025-02-27 09:16:45,414 p=3752502 u=alex n=ansible | TASK [patch : Upgrade software] **********************************************************************************************************************************************
2025-02-27 09:16:47,255 p=3752502 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:16:47,262 p=3752502 u=alex n=ansible | TASK [patch : Check if a reboot is required] *********************************************************************************************************************************
2025-02-27 09:16:47,648 p=3752502 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:16:47,655 p=3752502 u=alex n=ansible | TASK [patch : Reboot server if required] *************************************************************************************************************************************
2025-02-27 09:16:47,668 p=3752502 u=alex n=ansible | skipping: [10.0.0.241]
2025-02-27 09:16:47,674 p=3752502 u=alex n=ansible | TASK [patch : Apt autoremove] ************************************************************************************************************************************************
2025-02-27 09:16:48,518 p=3752502 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:16:48,542 p=3752502 u=alex n=ansible | TASK [include_role : kvm_host] ***********************************************************************************************************************************************
2025-02-27 09:16:48,598 p=3752502 u=alex n=ansible | TASK [kvm_host : Install KVM apt packages] ***********************************************************************************************************************************
2025-02-27 09:16:49,322 p=3752502 u=alex n=ansible | ok: [10.0.0.241] => (item=qemu-kvm)
2025-02-27 09:16:50,033 p=3752502 u=alex n=ansible | ok: [10.0.0.241] => (item=libvirt-clients)
2025-02-27 09:16:50,726 p=3752502 u=alex n=ansible | ok: [10.0.0.241] => (item=libvirt-daemon-system)
2025-02-27 09:16:51,410 p=3752502 u=alex n=ansible | ok: [10.0.0.241] => (item=bridge-utils)
2025-02-27 09:16:52,098 p=3752502 u=alex n=ansible | ok: [10.0.0.241] => (item=libguestfs-tools)
2025-02-27 09:16:52,785 p=3752502 u=alex n=ansible | ok: [10.0.0.241] => (item=genisoimage)
2025-02-27 09:16:53,491 p=3752502 u=alex n=ansible | ok: [10.0.0.241] => (item=virtinst)
2025-02-27 09:16:54,178 p=3752502 u=alex n=ansible | ok: [10.0.0.241] => (item=libosinfo-bin)
2025-02-27 09:16:54,193 p=3752502 u=alex n=ansible | TASK [kvm_host : add alex to libvert and kvm groups] *************************************************************************************************************************
2025-02-27 09:16:54,666 p=3752502 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:16:54,673 p=3752502 u=alex n=ansible | TASK [kvm_host : Create storage pool directories] ****************************************************************************************************************************
2025-02-27 09:16:55,094 p=3752502 u=alex n=ansible | ok: [10.0.0.241] => (item={'pool_name': 'isos', 'pool_path': '/isos'})
2025-02-27 09:16:55,355 p=3752502 u=alex n=ansible | ok: [10.0.0.241] => (item={'pool_name': 'vms', 'pool_path': '/vms'})
2025-02-27 09:16:55,363 p=3752502 u=alex n=ansible | TASK [kvm_host : Create storage pool xml] ************************************************************************************************************************************
2025-02-27 09:16:56,038 p=3752502 u=alex n=ansible | changed: [10.0.0.241] => (item={'pool_name': 'isos', 'pool_path': '/isos'})
2025-02-27 09:16:56,530 p=3752502 u=alex n=ansible | changed: [10.0.0.241] => (item={'pool_name': 'vms', 'pool_path': '/vms'})
2025-02-27 09:16:56,539 p=3752502 u=alex n=ansible | TASK [kvm_host : Define storage pool] ****************************************************************************************************************************************
2025-02-27 09:16:56,986 p=3752502 u=alex n=ansible | failed: [10.0.0.241] (item={'pool_name': 'isos', 'pool_path': '/isos'}) => {"ansible_loop_var": "item", "changed": true, "cmd": ["virsh", "pool-define", "/tmp/isos_pool.xml"], "delta": "0:00:00.042135", "end": "2025-02-27 09:16:56.946503", "item": {"pool_name": "isos", "pool_path": "/isos"}, "msg": "non-zero return code", "rc": 1, "start": "2025-02-27 09:16:56.904368", "stderr": "error: Failed to define pool from /tmp/isos_pool.xml\nerror: operation failed: pool 'isos' already exists with uuid d162c5b7-35fa-4ba2-8e3f-e90aa1ffe02f", "stderr_lines": ["error: Failed to define pool from /tmp/isos_pool.xml", "error: operation failed: pool 'isos' already exists with uuid d162c5b7-35fa-4ba2-8e3f-e90aa1ffe02f"], "stdout": "", "stdout_lines": []}
2025-02-27 09:16:57,276 p=3752502 u=alex n=ansible | failed: [10.0.0.241] (item={'pool_name': 'vms', 'pool_path': '/vms'}) => {"ansible_loop_var": "item", "changed": true, "cmd": ["virsh", "pool-define", "/tmp/vms_pool.xml"], "delta": "0:00:00.042495", "end": "2025-02-27 09:16:57.243341", "item": {"pool_name": "vms", "pool_path": "/vms"}, "msg": "non-zero return code", "rc": 1, "start": "2025-02-27 09:16:57.200846", "stderr": "error: Failed to define pool from /tmp/vms_pool.xml\nerror: operation failed: pool 'vms' already exists with uuid d9ddec69-dee0-448e-b577-d4abb89a4e08", "stderr_lines": ["error: Failed to define pool from /tmp/vms_pool.xml", "error: operation failed: pool 'vms' already exists with uuid d9ddec69-dee0-448e-b577-d4abb89a4e08"], "stdout": "", "stdout_lines": []}
2025-02-27 09:16:57,279 p=3752502 u=alex n=ansible | PLAY RECAP *******************************************************************************************************************************************************************
2025-02-27 09:16:57,279 p=3752502 u=alex n=ansible | 10.0.0.241                 : ok=8    changed=1    unreachable=0    failed=1    skipped=1    rescued=0    ignored=0   
2025-02-27 09:25:51,073 p=4125234 u=alex n=ansible | PLAY [all] *******************************************************************************************************************************************************************
2025-02-27 09:25:51,105 p=4125234 u=alex n=ansible | TASK [Gathering Facts] *******************************************************************************************************************************************************
2025-02-27 09:25:52,850 p=4125234 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:25:52,883 p=4125234 u=alex n=ansible | TASK [include_role : patch] **************************************************************************************************************************************************
2025-02-27 09:25:52,923 p=4125234 u=alex n=ansible | TASK [patch : Upgrade software] **********************************************************************************************************************************************
2025-02-27 09:25:54,739 p=4125234 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:25:54,745 p=4125234 u=alex n=ansible | TASK [patch : Check if a reboot is required] *********************************************************************************************************************************
2025-02-27 09:25:55,099 p=4125234 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:25:55,114 p=4125234 u=alex n=ansible | TASK [patch : Reboot server if required] *************************************************************************************************************************************
2025-02-27 09:25:55,129 p=4125234 u=alex n=ansible | skipping: [10.0.0.241]
2025-02-27 09:25:55,142 p=4125234 u=alex n=ansible | TASK [patch : Apt autoremove] ************************************************************************************************************************************************
2025-02-27 09:25:55,986 p=4125234 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:25:56,010 p=4125234 u=alex n=ansible | TASK [include_role : kvm_host] ***********************************************************************************************************************************************
2025-02-27 09:25:56,066 p=4125234 u=alex n=ansible | TASK [kvm_host : Install KVM apt packages] ***********************************************************************************************************************************
2025-02-27 09:25:56,777 p=4125234 u=alex n=ansible | ok: [10.0.0.241] => (item=qemu-kvm)
2025-02-27 09:25:57,475 p=4125234 u=alex n=ansible | ok: [10.0.0.241] => (item=libvirt-clients)
2025-02-27 09:25:58,165 p=4125234 u=alex n=ansible | ok: [10.0.0.241] => (item=libvirt-daemon-system)
2025-02-27 09:25:58,854 p=4125234 u=alex n=ansible | ok: [10.0.0.241] => (item=bridge-utils)
2025-02-27 09:25:59,541 p=4125234 u=alex n=ansible | ok: [10.0.0.241] => (item=libguestfs-tools)
2025-02-27 09:26:00,248 p=4125234 u=alex n=ansible | ok: [10.0.0.241] => (item=genisoimage)
2025-02-27 09:26:00,959 p=4125234 u=alex n=ansible | ok: [10.0.0.241] => (item=virtinst)
2025-02-27 09:26:01,644 p=4125234 u=alex n=ansible | ok: [10.0.0.241] => (item=libosinfo-bin)
2025-02-27 09:26:01,655 p=4125234 u=alex n=ansible | TASK [kvm_host : add alex to libvert and kvm groups] *************************************************************************************************************************
2025-02-27 09:26:02,122 p=4125234 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:26:02,129 p=4125234 u=alex n=ansible | TASK [kvm_host : Create storage pool directories] ****************************************************************************************************************************
2025-02-27 09:26:02,146 p=4125234 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'isos', 'pool_path': '/isos'}) 
2025-02-27 09:26:02,148 p=4125234 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'vms', 'pool_path': '/vms'}) 
2025-02-27 09:26:02,149 p=4125234 u=alex n=ansible | skipping: [10.0.0.241]
2025-02-27 09:26:02,157 p=4125234 u=alex n=ansible | TASK [kvm_host : Create storage pool xml] ************************************************************************************************************************************
2025-02-27 09:26:02,174 p=4125234 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'isos', 'pool_path': '/isos'}) 
2025-02-27 09:26:02,175 p=4125234 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'vms', 'pool_path': '/vms'}) 
2025-02-27 09:26:02,176 p=4125234 u=alex n=ansible | skipping: [10.0.0.241]
2025-02-27 09:26:02,183 p=4125234 u=alex n=ansible | TASK [kvm_host : Define storage pool] ****************************************************************************************************************************************
2025-02-27 09:26:02,198 p=4125234 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'isos', 'pool_path': '/isos'}) 
2025-02-27 09:26:02,200 p=4125234 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'vms', 'pool_path': '/vms'}) 
2025-02-27 09:26:02,201 p=4125234 u=alex n=ansible | skipping: [10.0.0.241]
2025-02-27 09:26:02,209 p=4125234 u=alex n=ansible | TASK [kvm_host : Start storage pool] *****************************************************************************************************************************************
2025-02-27 09:26:02,227 p=4125234 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'isos', 'pool_path': '/isos'}) 
2025-02-27 09:26:02,228 p=4125234 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'vms', 'pool_path': '/vms'}) 
2025-02-27 09:26:02,230 p=4125234 u=alex n=ansible | skipping: [10.0.0.241]
2025-02-27 09:26:02,240 p=4125234 u=alex n=ansible | TASK [kvm_host : Autostart storage pool] *************************************************************************************************************************************
2025-02-27 09:26:02,256 p=4125234 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'isos', 'pool_path': '/isos'}) 
2025-02-27 09:26:02,257 p=4125234 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'vms', 'pool_path': '/vms'}) 
2025-02-27 09:26:02,259 p=4125234 u=alex n=ansible | skipping: [10.0.0.241]
2025-02-27 09:26:02,270 p=4125234 u=alex n=ansible | TASK [kvm_host : Clean up temporary XML files] *******************************************************************************************************************************
2025-02-27 09:26:02,286 p=4125234 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'isos', 'pool_path': '/isos'}) 
2025-02-27 09:26:02,287 p=4125234 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'vms', 'pool_path': '/vms'}) 
2025-02-27 09:26:02,289 p=4125234 u=alex n=ansible | skipping: [10.0.0.241]
2025-02-27 09:26:02,333 p=4125234 u=alex n=ansible | PLAY RECAP *******************************************************************************************************************************************************************
2025-02-27 09:26:02,333 p=4125234 u=alex n=ansible | 10.0.0.241                 : ok=6    changed=0    unreachable=0    failed=0    skipped=7    rescued=0    ignored=0   
2025-02-27 09:31:01,393 p=143334 u=alex n=ansible | PLAY [all] *******************************************************************************************************************************************************************
2025-02-27 09:31:01,424 p=143334 u=alex n=ansible | TASK [Gathering Facts] *******************************************************************************************************************************************************
2025-02-27 09:31:03,152 p=143334 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:31:03,167 p=143334 u=alex n=ansible | TASK [include_role : patch] **************************************************************************************************************************************************
2025-02-27 09:31:03,193 p=143334 u=alex n=ansible | TASK [patch : Upgrade software] **********************************************************************************************************************************************
2025-02-27 09:31:05,416 p=143334 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:31:05,423 p=143334 u=alex n=ansible | TASK [patch : Check if a reboot is required] *********************************************************************************************************************************
2025-02-27 09:31:05,784 p=143334 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:31:05,799 p=143334 u=alex n=ansible | TASK [patch : Reboot server if required] *************************************************************************************************************************************
2025-02-27 09:31:05,814 p=143334 u=alex n=ansible | skipping: [10.0.0.241]
2025-02-27 09:31:05,827 p=143334 u=alex n=ansible | TASK [patch : Apt autoremove] ************************************************************************************************************************************************
2025-02-27 09:31:06,691 p=143334 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:31:06,716 p=143334 u=alex n=ansible | TASK [include_role : kvm_host] ***********************************************************************************************************************************************
2025-02-27 09:31:06,771 p=143334 u=alex n=ansible | TASK [kvm_host : Install KVM apt packages] ***********************************************************************************************************************************
2025-02-27 09:31:07,473 p=143334 u=alex n=ansible | ok: [10.0.0.241] => (item=qemu-kvm)
2025-02-27 09:31:08,165 p=143334 u=alex n=ansible | ok: [10.0.0.241] => (item=libvirt-clients)
2025-02-27 09:31:08,848 p=143334 u=alex n=ansible | ok: [10.0.0.241] => (item=libvirt-daemon-system)
2025-02-27 09:31:09,542 p=143334 u=alex n=ansible | ok: [10.0.0.241] => (item=bridge-utils)
2025-02-27 09:31:10,231 p=143334 u=alex n=ansible | ok: [10.0.0.241] => (item=libguestfs-tools)
2025-02-27 09:31:10,927 p=143334 u=alex n=ansible | ok: [10.0.0.241] => (item=genisoimage)
2025-02-27 09:31:11,618 p=143334 u=alex n=ansible | ok: [10.0.0.241] => (item=virtinst)
2025-02-27 09:31:12,310 p=143334 u=alex n=ansible | ok: [10.0.0.241] => (item=libosinfo-bin)
2025-02-27 09:31:12,321 p=143334 u=alex n=ansible | TASK [kvm_host : add alex to libvert and kvm groups] *************************************************************************************************************************
2025-02-27 09:31:12,790 p=143334 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:31:12,805 p=143334 u=alex n=ansible | TASK [kvm_host : Check if storage pools exist] *******************************************************************************************************************************
2025-02-27 09:31:13,245 p=143334 u=alex n=ansible | changed: [10.0.0.241] => (item={'pool_name': 'isos', 'pool_path': '/isos'})
2025-02-27 09:31:13,540 p=143334 u=alex n=ansible | changed: [10.0.0.241] => (item={'pool_name': 'vms', 'pool_path': '/vms'})
2025-02-27 09:31:13,549 p=143334 u=alex n=ansible | TASK [kvm_host : Create storage pool directories] ****************************************************************************************************************************
2025-02-27 09:31:13,619 p=143334 u=alex n=ansible | fatal: [10.0.0.241]: FAILED! => {"msg": "The conditional check 'pool_check.results[inventory_hostname|ansible.utils.index(item)].rc != 0' failed. The error was: template error while templating string: Could not load \"ansible.utils.index\": 'ansible.utils.index'. String: {% if pool_check.results[inventory_hostname|ansible.utils.index(item)].rc != 0 %} True {% else %} False {% endif %}. Could not load \"ansible.utils.index\": 'ansible.utils.index'\n\nThe error appears to be in '/home/alex/code/virtual_host_ansible_debian/roles/kvm_host/tasks/main.yaml': line 31, column 7, but may\nbe elsewhere in the file depending on the exact syntax problem.\n\nThe offending line appears to be:\n\n  block:\n    - name: Create storage pool directories\n      ^ here\n"}
2025-02-27 09:31:13,622 p=143334 u=alex n=ansible | PLAY RECAP *******************************************************************************************************************************************************************
2025-02-27 09:31:13,622 p=143334 u=alex n=ansible | 10.0.0.241                 : ok=7    changed=1    unreachable=0    failed=1    skipped=1    rescued=0    ignored=0   
2025-02-27 09:33:42,974 p=254341 u=alex n=ansible | PLAY [all] *******************************************************************************************************************************************************************
